Return_ID,Order_ID,Return_Date,Return_Reason,Refund_Amount
1304,ORD113031,2025-12-03,Late Delivery,46161.45
1305,ORD113041,2024-06-13,Damaged,30463.45
1306,ORD113051,2025-01-11,Wrong Item,69792.32
1307,ORD113061,2024-02-08,Size Issue,71563.2
1308,ORD113071,2025-06-13,Customer Changed Mind,44106.08
1309,ORD113081,2025-03-25,Late Delivery,33385.61
1310,ORD113091,2024-02-28,Damaged,45702.98
1311,ORD113101,2024-12-11,Wrong Item,14900.98
1312,ORD113111,2025-01-18,Size Issue,16182.34
1313,ORD113121,2024-08-19,Customer Changed Mind,22605.23
1314,ORD113131,2025-08-24,Late Delivery,3102.76
1315,ORD113141,2025-04-12,Damaged,1461.61
1316,ORD113151,2024-07-06,Wrong Item,7139.22
1317,ORD113161,2024-11-18,Size Issue,58001.11
1318,ORD113171,2025-01-24,Customer Changed Mind,3518.29
1319,ORD113181,2025-03-09,Late Delivery,12069.12
1320,ORD113191,2024-08-09,Damaged,10481.52
1321,ORD113201,2024-09-23,Wrong Item,39367.41
1322,ORD113211,2024-06-07,Size Issue,81845.61
1323,ORD113221,2024-07-18,Customer Changed Mind,5813.15
1324,ORD113231,2025-05-28,Late Delivery,14856.07
1325,ORD113241,2024-11-10,Damaged,28409.58
1326,ORD113251,2025-06-17,Wrong Item,66453.1
1327,ORD113261,2025-10-12,Size Issue,31060.15
1328,ORD113271,2025-12-21,Customer Changed Mind,11404.19
1329,ORD113281,2025-08-14,Late Delivery,37009.71
1330,ORD113291,2024-08-28,Damaged,70739.01
1331,ORD113301,2024-06-14,Wrong Item,10788.23
1332,ORD113311,2025-02-03,Size Issue,31345.65
1333,ORD113321,2024-01-20,Customer Changed Mind,6520.7
1334,ORD113331,2024-11-03,Late Delivery,20799.67
1335,ORD113341,2025-12-29,Damaged,28393.74
1336,ORD113351,2024-08-05,Wrong Item,22896.66
1337,ORD113361,2024-08-23,Size Issue,8972.08
1338,ORD113371,2024-02-15,Customer Changed Mind,4667.45
1339,ORD113381,2025-08-01,Late Delivery,40797.86
1340,ORD113391,2025-07-14,Damaged,20630.91
1341,ORD113401,2025-04-28,Wrong Item,46199.3
1342,ORD113411,2024-05-30,Size Issue,26017.34
1343,ORD113421,2024-04-28,Customer Changed Mind,75909.42
1344,ORD113431,2024-03-02,Late Delivery,17914.12
1345,ORD113441,2025-05-24,Damaged,25318.45
1346,ORD113451,2025-02-20,Wrong Item,63839.83
1347,ORD113461,2025-04-19,Size Issue,10510.28
1348,ORD113471,2024-10-18,Customer Changed Mind,63656
1349,ORD113481,2024-07-19,Late Delivery,47431.41
1350,ORD113491,2025-09-10,Damaged,38778.18
1351,ORD113501,2025-07-27,Wrong Item,45881.07
1352,ORD113511,2024-12-05,Size Issue,63371.05
1353,ORD113521,2024-02-20,Customer Changed Mind,96255.19
1354,ORD113531,2024-02-20,Late Delivery,19868.69
1355,ORD113541,2024-07-21,Damaged,48364.04
1356,ORD113551,2024-07-12,Wrong Item,27595.4
1357,ORD113561,2024-10-01,Size Issue,17378.24
1358,ORD113571,2025-07-22,Customer Changed Mind,17488.44
1359,ORD113581,2025-03-11,Late Delivery,6102.69
1360,ORD113591,2025-01-21,Damaged,11127
1361,ORD113601,2024-10-29,Wrong Item,58438.76
1362,ORD113611,2024-12-14,Size Issue,14757.73
1363,ORD113621,2024-03-02,Customer Changed Mind,56917.69
1364,ORD113631,2024-11-17,Late Delivery,42064.8
1365,ORD113641,2024-09-06,Damaged,25385.52
1366,ORD113651,2025-01-08,Wrong Item,15686.62
1367,ORD113661,2025-10-28,Size Issue,39952.06
1368,ORD113671,2024-05-15,Customer Changed Mind,28724.58
1369,ORD113681,2024-04-05,Late Delivery,28191.86
1370,ORD113691,2025-08-29,Damaged,1787.72
1371,ORD113701,2024-11-15,Wrong Item,35193.69
1372,ORD113711,2025-03-01,Size Issue,9077.3
1373,ORD113721,2024-06-27,Customer Changed Mind,19257.79
1374,ORD113731,2024-03-04,Late Delivery,3497.69
1375,ORD113741,2025-04-13,Damaged,47900.08
1376,ORD113751,2024-12-17,Wrong Item,101286.29
1377,ORD113761,2025-09-12,Size Issue,57193.57
1378,ORD113771,2025-10-15,Customer Changed Mind,14387.46
1379,ORD113781,2025-12-27,Late Delivery,13117.54
1380,ORD113791,2024-05-30,Damaged,18400.4
1381,ORD113801,2025-08-07,Wrong Item,5918.07
1382,ORD113811,2024-02-02,Size Issue,70953.95
1383,ORD113821,2025-07-22,Customer Changed Mind,36034.09
1384,ORD113831,2025-09-18,Late Delivery,44369.88
1385,ORD113841,2024-07-06,Damaged,13934.96
1386,ORD113851,2024-05-25,Wrong Item,9718.2
1387,ORD113861,2025-10-08,Size Issue,67078.18
1388,ORD113871,2024-11-05,Customer Changed Mind,56773.03
1389,ORD113881,2025-03-04,Late Delivery,10738.18
1390,ORD113891,2025-02-21,Damaged,42957.1
1391,ORD113901,2024-10-03,Wrong Item,2574.69
1392,ORD113911,2025-04-18,Size Issue,64229.4
1393,ORD113921,2025-05-15,Customer Changed Mind,5718.2
1394,ORD113931,2024-09-14,Late Delivery,20353.32
1395,ORD113941,2025-02-14,Damaged,59476.11
1396,ORD113951,2025-10-02,Wrong Item,89684.6
1397,ORD113961,2025-03-17,Size Issue,6165.6
1398,ORD113971,2025-02-05,Customer Changed Mind,14677.55
1399,ORD113981,2025-10-02,Late Delivery,77214.53
1400,ORD113991,2024-10-21,Damaged,34271.74
1401,ORD114001,2024-01-29,Wrong Item,71230.44
1402,ORD114011,2024-10-07,Size Issue,5632.05
1403,ORD114021,2024-10-17,Customer Changed Mind,22962.7
1404,ORD114031,2025-08-12,Late Delivery,8695.1
1405,ORD114041,2024-10-31,Damaged,2800.99
1406,ORD114051,2024-10-19,Wrong Item,2347.79
1407,ORD114061,2024-03-30,Size Issue,1925.3
1408,ORD114071,2025-12-13,Customer Changed Mind,69512.97
1409,ORD114081,2024-05-28,Late Delivery,10455.7
1410,ORD114091,2025-06-07,Damaged,24571.94
1411,ORD114101,2025-06-20,Wrong Item,24672.17
1412,ORD114111,2025-11-03,Size Issue,26621.94
1413,ORD114121,2025-01-08,Customer Changed Mind,12535.2
1414,ORD114131,2024-04-30,Late Delivery,55581.97
1415,ORD114141,2024-05-22,Damaged,14204.79
1416,ORD114151,2024-06-29,Wrong Item,53941.85
1417,ORD114161,2024-09-03,Size Issue,5552.68
1418,ORD114171,2025-09-24,Customer Changed Mind,23109.34
1419,ORD114181,2024-01-23,Late Delivery,10448.55
1420,ORD114191,2025-03-07,Damaged,8231.76
1421,ORD114201,2024-11-27,Wrong Item,18007.84
1422,ORD114211,2024-08-31,Size Issue,21419.84
1423,ORD114221,2024-12-22,Customer Changed Mind,22713.36
1424,ORD114231,2024-07-27,Late Delivery,65008.9
1425,ORD114241,2024-03-01,Damaged,13800.19
1426,ORD114251,2025-07-16,Wrong Item,42302.82
1427,ORD114261,2025-12-31,Size Issue,4869.01
1428,ORD114271,2024-07-08,Customer Changed Mind,29053.26
1429,ORD114281,2025-07-16,Late Delivery,73411.09
1430,ORD114291,2024-06-28,Damaged,6034.56
1431,ORD114301,2024-06-27,Wrong Item,24552.18
1432,ORD114311,2024-07-14,Size Issue,53270.21
1433,ORD114321,2024-04-04,Customer Changed Mind,40057.2
1434,ORD114331,2025-09-05,Late Delivery,6287.02
1435,ORD114341,2025-01-16,Damaged,3630.92
1436,ORD114351,2024-02-29,Wrong Item,1825.59
1437,ORD114361,2024-08-11,Size Issue,10519.99
1438,ORD114371,2024-12-27,Customer Changed Mind,6300.41
1439,ORD114381,2025-06-16,Late Delivery,17786.72
1440,ORD114391,2025-10-17,Damaged,14677.55
1441,ORD114401,2024-07-02,Wrong Item,53991.24
1442,ORD114411,2024-05-02,Size Issue,25491.71
1443,ORD114421,2024-07-21,Customer Changed Mind,51534.14
1444,ORD114431,2024-12-03,Late Delivery,4669.42
1445,ORD114441,2025-10-02,Damaged,94667.07
1446,ORD114451,2024-10-21,Wrong Item,93909.65
1447,ORD114461,2024-09-22,Size Issue,64101.29
1448,ORD114471,2025-01-27,Customer Changed Mind,79395.9
1449,ORD114481,2024-09-14,Late Delivery,23439.48
1450,ORD114491,2024-10-22,Damaged,65723.92
1451,ORD114501,2024-08-16,Wrong Item,80037.78
1452,ORD114511,2024-02-20,Size Issue,20897.1
1453,ORD114521,2024-04-14,Customer Changed Mind,91496.17
1454,ORD114531,2024-06-10,Late Delivery,42956.33
1455,ORD114541,2025-11-14,Damaged,61039.73
1456,ORD114551,2024-10-07,Wrong Item,6774.24
1457,ORD114561,2024-01-12,Size Issue,37915.29
1458,ORD114571,2025-03-15,Customer Changed Mind,5963.35
1459,ORD114581,2026-01-04,Late Delivery,63130.44
1460,ORD114591,2025-01-02,Damaged,55114.95
1461,ORD114601,2025-02-08,Wrong Item,83127.5
1462,ORD114611,2024-10-21,Size Issue,3355.75
1463,ORD114621,2025-04-11,Customer Changed Mind,98883
1464,ORD114631,2024-07-09,Late Delivery,59527.49
1465,ORD114641,2025-03-17,Damaged,20494.72
1466,ORD114651,2025-02-04,Wrong Item,9792.74
1467,ORD114661,2025-08-31,Size Issue,27461.79
1468,ORD114671,2024-04-08,Customer Changed Mind,49876.5
1469,ORD114681,2024-08-20,Late Delivery,36475.65
1470,ORD114691,2025-01-07,Damaged,18764.87
1471,ORD114701,2024-06-01,Wrong Item,11048.44
1472,ORD114711,2024-07-13,Size Issue,12589.29
1473,ORD114721,2025-03-09,Customer Changed Mind,44864.26
1474,ORD114731,2024-08-06,Late Delivery,3589.53
1475,ORD114741,2025-04-13,Damaged,14424.49
1476,ORD114751,2025-08-05,Wrong Item,26807.46
1477,ORD114761,2025-01-16,Size Issue,9365.78
1478,ORD114771,2024-06-13,Customer Changed Mind,16516.86
1479,ORD114781,2024-05-07,Late Delivery,40542.7
1480,ORD114791,2024-03-23,Damaged,19687.72
1481,ORD114801,2024-09-19,Wrong Item,19877.82
1482,ORD114811,2024-03-02,Size Issue,36445.42
1483,ORD114821,2025-12-26,Customer Changed Mind,14121.24
1484,ORD114831,2024-05-23,Late Delivery,13144.54
1485,ORD114841,2025-02-14,Damaged,7686.28
1486,ORD114851,2024-12-08,Wrong Item,52689.23
1487,ORD114861,2025-11-17,Size Issue,12626.09
1488,ORD114871,2025-01-12,Customer Changed Mind,11503.76
1489,ORD114881,2025-02-22,Late Delivery,20695.8
1490,ORD114891,2024-10-22,Damaged,17390.51
1491,ORD114901,2024-12-31,Wrong Item,3750.54
1492,ORD114911,2024-08-08,Size Issue,1633.42
1493,ORD114921,2024-05-02,Customer Changed Mind,85293.72
1494,ORD114931,2025-07-27,Late Delivery,43297.56
1495,ORD114941,2024-06-03,Damaged,89684.6
1496,ORD114951,2024-10-07,Wrong Item,8893.36
1497,ORD114961,2025-03-20,Size Issue,67761.69
1498,ORD114971,2025-03-19,Customer Changed Mind,10510.28
1499,ORD114981,2025-05-02,Late Delivery,18017.05
1500,ORD114991,2025-04-26,Damaged,5919.4
1501,ORD115001,2025-07-17,Wrong Item,54183.38
1502,ORD115011,2025-05-20,Size Issue,32155.87
1503,ORD115021,2024-08-10,Customer Changed Mind,36143.58
1504,ORD115031,2024-08-29,Late Delivery,39811.42
1505,ORD115041,2025-10-20,Damaged,26787.04
1506,ORD115051,2025-11-02,Wrong Item,72539.1
1507,ORD115061,2025-05-03,Size Issue,20070.85
1508,ORD115071,2024-02-03,Customer Changed Mind,56327.45
1509,ORD115081,2025-06-24,Late Delivery,13170.92
1510,ORD115091,2024-05-27,Damaged,25178.57
1511,ORD115101,2024-06-07,Wrong Item,54744.46
1512,ORD115111,2024-06-24,Size Issue,20323.67
1513,ORD115121,2024-10-14,Customer Changed Mind,43565.76
1514,ORD115131,2024-10-05,Late Delivery,51103.68
1515,ORD115141,2024-02-10,Damaged,59046.78
1516,ORD115151,2025-09-13,Wrong Item,1743.64
1517,ORD115161,2025-01-31,Size Issue,65174.91
1518,ORD115171,2025-09-24,Customer Changed Mind,23144.31
1519,ORD115181,2024-05-27,Late Delivery,68982.84
1520,ORD115191,2025-03-02,Damaged,62660.52
1521,ORD115201,2026-01-06,Wrong Item,47119.96
1522,ORD115211,2025-04-01,Size Issue,24609.65
1523,ORD115221,2024-01-22,Customer Changed Mind,35836.92
1524,ORD115231,2025-07-13,Late Delivery,38618.96
1525,ORD115241,2024-04-25,Damaged,19886.49
1526,ORD115251,2025-06-22,Wrong Item,14689.76
1527,ORD115261,2024-07-26,Size Issue,5025.78
1528,ORD115271,2024-05-15,Customer Changed Mind,68731.2
1529,ORD115281,2025-11-21,Late Delivery,13838.23
1530,ORD115291,2025-11-16,Damaged,15211.49
1531,ORD115301,2025-01-31,Wrong Item,2707.02
1532,ORD115311,2024-03-09,Size Issue,32834.48
1533,ORD115321,2025-07-10,Customer Changed Mind,2162.84
1534,ORD115331,2026-01-05,Late Delivery,26615.88
1535,ORD115341,2025-09-03,Damaged,52823.3
1536,ORD115351,2025-08-16,Wrong Item,7100.12
1537,ORD115361,2024-01-08,Size Issue,50796.92
1538,ORD115371,2025-01-31,Customer Changed Mind,18363.69
1539,ORD115381,2024-04-24,Late Delivery,20013.08
1540,ORD115391,2024-04-16,Damaged,6610.39
1541,ORD115401,2025-06-21,Wrong Item,48022.67
1542,ORD115411,2024-08-01,Size Issue,28676.89
1543,ORD115421,2025-08-02,Customer Changed Mind,90089.88
1544,ORD115431,2025-01-28,Late Delivery,12600.82
1545,ORD115441,2024-05-14,Damaged,40602.14
1546,ORD115451,2024-05-19,Wrong Item,75682.34
1547,ORD115461,2025-06-08,Size Issue,49026.07
1548,ORD115471,2024-06-09,Customer Changed Mind,77502.64
1549,ORD115481,2024-07-01,Late Delivery,23007.52
1550,ORD115491,2024-06-12,Damaged,23863.79
1551,ORD115501,2024-02-19,Wrong Item,36665.64
1552,ORD115511,2025-10-06,Size Issue,48856.65
1553,ORD115521,2025-10-29,Customer Changed Mind,3396.68
1554,ORD115531,2025-02-09,Late Delivery,33255.36
1555,ORD115541,2025-07-27,Damaged,4027.12
1556,ORD115551,2024-07-17,Wrong Item,3086.28
1557,ORD115561,2024-06-29,Size Issue,38457.13
1558,ORD115571,2025-01-10,Customer Changed Mind,22316.1
1559,ORD115581,2025-06-22,Late Delivery,14323.58
1560,ORD115591,2024-04-17,Damaged,7038.74
1561,ORD115601,2024-11-13,Wrong Item,40697.63
1562,ORD115611,2024-12-22,Size Issue,50743.85
1563,ORD115621,2025-01-25,Customer Changed Mind,8119.74
1564,ORD115631,2025-07-28,Late Delivery,61615.76
1565,ORD115641,2025-11-22,Damaged,29243.62
1566,ORD115651,2025-03-05,Wrong Item,40316.7
1567,ORD115661,2025-07-21,Size Issue,81278.45
1568,ORD115671,2025-01-09,Customer Changed Mind,4239.07
1569,ORD115681,2024-07-25,Late Delivery,32015.11
1570,ORD115691,2024-09-26,Damaged,1551.38
1571,ORD115701,2025-09-02,Wrong Item,50862.32
1572,ORD115711,2025-02-15,Size Issue,36387.11
1573,ORD115721,2024-03-23,Customer Changed Mind,71605.53
1574,ORD115731,2024-10-25,Late Delivery,8821.22
1575,ORD115741,2024-11-05,Damaged,67679.41
1576,ORD115751,2024-07-15,Wrong Item,45467
1577,ORD115761,2024-10-20,Size Issue,37780.43
1578,ORD115771,2024-04-07,Customer Changed Mind,33137.33
1579,ORD115781,2025-11-28,Late Delivery,39207.78
1580,ORD115791,2025-01-10,Damaged,32056.85
1581,ORD115801,2025-08-28,Wrong Item,13393.52
1582,ORD115811,2024-07-28,Size Issue,11098.08
1583,ORD115821,2025-10-04,Customer Changed Mind,4776.8
1584,ORD115831,2024-07-28,Late Delivery,16466.41
1585,ORD115841,2025-01-16,Damaged,49457.97
1586,ORD115851,2026-01-03,Wrong Item,17425.92
1587,ORD115861,2025-12-10,Size Issue,6112.35
1588,ORD115871,2025-04-06,Customer Changed Mind,10702.22
1589,ORD115881,2025-04-18,Late Delivery,51536.11
1590,ORD115891,2025-04-23,Damaged,4045.56
1591,ORD115901,2024-03-18,Wrong Item,16770.06
1592,ORD115911,2025-12-26,Size Issue,13403.73
1593,ORD115921,2025-06-06,Customer Changed Mind,59740.95
1594,ORD115931,2025-07-27,Late Delivery,100807.11
1595,ORD115941,2025-10-05,Damaged,23349.13
1596,ORD115951,2025-11-29,Wrong Item,54399.23
1597,ORD115961,2025-11-24,Size Issue,13245.31
1598,ORD115971,2025-10-27,Customer Changed Mind,20486.49
1599,ORD115981,2025-10-06,Late Delivery,41400.58
1600,ORD115991,2025-01-04,Damaged,35615.22
1601,ORD116001,2024-09-09,Wrong Item,4509.14
1602,ORD116011,2024-05-18,Size Issue,25220.79
1603,ORD116021,2025-07-09,Customer Changed Mind,5444.02
1604,ORD116031,2025-05-10,Late Delivery,16729.92
1605,ORD116041,2024-12-09,Damaged,27726.6
1606,ORD116051,2024-09-07,Wrong Item,16868.76
1607,ORD116061,2025-09-04,Size Issue,86891.21
1608,ORD116071,2025-01-16,Customer Changed Mind,35005.64
1609,ORD116081,2024-05-23,Late Delivery,10826.92
1610,ORD116091,2024-12-29,Damaged,5321.41
1611,ORD116101,2025-03-24,Wrong Item,7082.71
1612,ORD116111,2024-09-01,Size Issue,22614.8
1613,ORD116121,2025-03-02,Customer Changed Mind,24676.86
1614,ORD116131,2024-08-04,Late Delivery,16108.47
1615,ORD116141,2025-05-06,Damaged,48671.14
1616,ORD116151,2025-01-14,Wrong Item,49821.59
1617,ORD116161,2025-08-28,Size Issue,21771.53
1618,ORD116171,2024-08-29,Customer Changed Mind,27557.48
1619,ORD116181,2024-10-04,Late Delivery,21124.91
1620,ORD116191,2024-06-04,Damaged,24108.34
1621,ORD116201,2024-07-16,Wrong Item,17890.8
1622,ORD116211,2024-05-15,Size Issue,35628.8
1623,ORD116221,2025-03-25,Customer Changed Mind,10609.74
1624,ORD116231,2025-11-08,Late Delivery,47089.89
1625,ORD116241,2024-03-11,Damaged,52596.32
1626,ORD116251,2026-01-01,Wrong Item,3886.32
1627,ORD116261,2024-08-01,Size Issue,23815.62
1628,ORD116271,2025-10-20,Customer Changed Mind,15406.23
1629,ORD116281,2025-07-15,Late Delivery,12626.09
1630,ORD116291,2025-07-27,Damaged,77542.1
1631,ORD116301,2025-03-26,Wrong Item,5949.43
1632,ORD116311,2025-12-29,Size Issue,9320.67
1633,ORD116321,2025-05-06,Customer Changed Mind,43015.34
1634,ORD116331,2025-03-25,Late Delivery,1526.11
1635,ORD116341,2024-06-22,Damaged,31215.74
1636,ORD116351,2025-09-26,Wrong Item,3439.08
1637,ORD116361,2025-08-26,Size Issue,43205.83
1638,ORD116371,2024-11-14,Customer Changed Mind,14690.95
1639,ORD116381,2025-06-20,Late Delivery,91313.38
1640,ORD116391,2025-06-25,Damaged,2333.73
1641,ORD116401,2025-08-17,Wrong Item,8166.03
1642,ORD116411,2025-04-08,Size Issue,24798.04
1643,ORD116421,2026-01-05,Customer Changed Mind,30237.42
1644,ORD116431,2024-06-01,Late Delivery,13913.1
1645,ORD116441,2024-02-19,Damaged,53422.83
1646,ORD116451,2024-02-20,Wrong Item,28774.91
1647,ORD116461,2024-10-05,Size Issue,3883.14
1648,ORD116471,2025-11-25,Customer Changed Mind,15406.23
1649,ORD116481,2024-08-03,Late Delivery,51922.73
1650,ORD116491,2025-12-20,Damaged,7931.66
1651,ORD116501,2024-10-22,Wrong Item,25431.16
1652,ORD116511,2025-12-22,Size Issue,20862.68
1653,ORD116521,2024-05-04,Customer Changed Mind,810.55
1654,ORD116531,2024-05-31,Late Delivery,44541.76
1655,ORD116541,2024-10-08,Damaged,35337.21
1656,ORD116551,2025-06-29,Wrong Item,9518.96
1657,ORD116561,2025-09-05,Size Issue,21180.58
1658,ORD116571,2025-08-01,Customer Changed Mind,11825.28
1659,ORD116581,2024-08-04,Late Delivery,9978.53
1660,ORD116591,2024-09-12,Damaged,33347.85
1661,ORD116601,2025-01-15,Wrong Item,40992.65
1662,ORD116611,2025-07-30,Size Issue,9771.33
1663,ORD116621,2025-08-30,Customer Changed Mind,1132.53
1664,ORD116631,2025-04-14,Late Delivery,8212.04
1665,ORD116641,2024-07-15,Damaged,35440.58
1666,ORD116651,2025-04-21,Wrong Item,50796.92
1667,ORD116661,2024-06-10,Size Issue,11674.57
1668,ORD116671,2025-04-30,Customer Changed Mind,8676.63
1669,ORD116681,2025-03-01,Late Delivery,4869.01
1670,ORD116691,2025-10-09,Damaged,3864.49
1671,ORD116701,2025-04-17,Wrong Item,2449.82
1672,ORD116711,2025-12-03,Size Issue,47639.27
1673,ORD116721,2025-02-05,Customer Changed Mind,18675.91
1674,ORD116731,2024-04-16,Late Delivery,25564.31
1675,ORD116741,2025-02-19,Damaged,75151.08
1676,ORD116751,2025-12-14,Wrong Item,13599.29
1677,ORD116761,2024-03-08,Size Issue,14357.16
1678,ORD116771,2024-12-02,Customer Changed Mind,6001.53
1679,ORD116781,2024-04-28,Late Delivery,15271.39
1680,ORD116791,2025-04-21,Damaged,52853.25
1681,ORD116801,2025-08-31,Wrong Item,74819
1682,ORD116811,2025-01-30,Size Issue,50430.33
1683,ORD116821,2024-07-30,Customer Changed Mind,35808.89
1684,ORD116831,2024-09-16,Late Delivery,18454.85
1685,ORD116841,2025-05-18,Damaged,15823.2
1686,ORD116851,2024-06-16,Wrong Item,18267.79
1687,ORD116861,2025-08-10,Size Issue,13497.81
1688,ORD116871,2025-01-26,Customer Changed Mind,44724.38
1689,ORD116881,2025-06-11,Late Delivery,9795.44
1690,ORD116891,2025-08-26,Damaged,58613.64
1691,ORD116901,2024-02-02,Wrong Item,33222.52
1692,ORD116911,2025-11-03,Size Issue,39708.28
1693,ORD116921,2024-07-15,Customer Changed Mind,89773.95
1694,ORD116931,2025-12-18,Late Delivery,91569.67
1695,ORD116941,2024-01-12,Damaged,81567.88
1696,ORD116951,2024-10-24,Wrong Item,22608.46
1697,ORD116961,2025-03-06,Size Issue,43779.31
1698,ORD116971,2025-08-11,Customer Changed Mind,48022.67
1699,ORD116981,2025-02-19,Late Delivery,47325.62
1700,ORD116991,2024-06-15,Damaged,13292.16
1701,ORD117001,2025-11-10,Wrong Item,33806.23
1702,ORD117011,2024-08-29,Size Issue,118596.6
1703,ORD117021,2025-06-24,Customer Changed Mind,4060.53
1704,ORD117031,2025-09-18,Late Delivery,19204.31
1705,ORD117041,2024-09-19,Damaged,33255.36
1706,ORD117051,2025-11-21,Wrong Item,34469.5
1707,ORD117061,2025-08-04,Size Issue,93490.73
1708,ORD117071,2025-12-09,Customer Changed Mind,75682.34
1709,ORD117081,2024-10-08,Late Delivery,23056.56
1710,ORD117091,2025-09-20,Damaged,18017.98
1711,ORD117101,2025-01-12,Wrong Item,74916.4
1712,ORD117111,2024-10-17,Size Issue,17333.17
1713,ORD117121,2025-10-06,Customer Changed Mind,14100.94
1714,ORD117131,2025-03-16,Late Delivery,7002.71
1715,ORD117141,2024-11-23,Damaged,50593.92
1716,ORD117151,2025-05-18,Wrong Item,23228.97
1717,ORD117161,2024-09-06,Size Issue,7501.09
1718,ORD117171,2024-11-24,Customer Changed Mind,46065.27
1719,ORD117181,2025-06-07,Late Delivery,9505.74
1720,ORD117191,2024-07-31,Damaged,53989.21
1721,ORD117201,2025-01-22,Wrong Item,4566
1722,ORD117211,2025-11-27,Size Issue,8004.34
1723,ORD117221,2024-05-08,Customer Changed Mind,19277.86
1724,ORD117231,2025-05-31,Late Delivery,11733.97
1725,ORD117241,2024-09-07,Damaged,46104.41
1726,ORD117251,2025-09-21,Wrong Item,34365.6
1727,ORD117261,2024-02-29,Size Issue,10519.99
1728,ORD117271,2026-01-05,Customer Changed Mind,54744.46
1729,ORD117281,2024-06-15,Late Delivery,19689.21
1730,ORD117291,2024-08-30,Damaged,29000.56
1731,ORD117301,2025-05-26,Wrong Item,9113.03
1732,ORD117311,2024-07-09,Size Issue,68677.25
1733,ORD117321,2025-03-26,Customer Changed Mind,40457.25
1734,ORD117331,2025-06-04,Late Delivery,50717.74
1735,ORD117341,2024-07-03,Damaged,38200.63
1736,ORD117351,2024-11-19,Wrong Item,46445.75
1737,ORD117361,2024-10-19,Size Issue,84050.55
1738,ORD117371,2025-08-29,Customer Changed Mind,10226.83
1739,ORD117381,2024-10-02,Late Delivery,44704.26
1740,ORD117391,2025-06-20,Damaged,56780.9
1741,ORD117401,2025-01-24,Wrong Item,17588.39
1742,ORD117411,2024-09-28,Size Issue,48881.18
1743,ORD117421,2024-04-29,Customer Changed Mind,18802.8
1744,ORD117431,2024-02-09,Late Delivery,27915.16
1745,ORD117441,2025-12-21,Damaged,1551.38
1746,ORD117451,2024-01-17,Wrong Item,5094.44
1747,ORD117461,2024-09-08,Size Issue,7799.88
1748,ORD117471,2024-01-12,Customer Changed Mind,45702.98
1749,ORD117481,2024-05-09,Late Delivery,121371.24
1750,ORD117491,2024-12-04,Damaged,16496.45
1751,ORD117501,2024-08-14,Wrong Item,37231.06
1752,ORD117511,2025-02-13,Size Issue,1166.86
1753,ORD117521,2024-09-29,Customer Changed Mind,6572.27
1754,ORD117531,2025-01-05,Late Delivery,8653.93
1755,ORD117541,2025-04-23,Damaged,9457.95
1756,ORD117551,2025-08-29,Wrong Item,26364.31
1757,ORD117561,2025-06-06,Size Issue,66437.46
1758,ORD117571,2025-04-29,Customer Changed Mind,61876.33
1759,ORD117581,2024-06-02,Late Delivery,3086.28
1760,ORD117591,2025-08-07,Damaged,4669.42
1761,ORD117601,2024-02-16,Wrong Item,8907.2
1762,ORD117611,2025-03-18,Size Issue,26787.04
1763,ORD117621,2024-09-04,Customer Changed Mind,33381
1764,ORD117631,2025-11-07,Late Delivery,27929.21
1765,ORD117641,2024-10-21,Damaged,8333.5
1766,ORD117651,2024-09-22,Wrong Item,9153.93
1767,ORD117661,2025-04-25,Size Issue,13990.75
1768,ORD117671,2025-12-14,Customer Changed Mind,51190.74
1769,ORD117681,2024-09-22,Late Delivery,57153.98
1770,ORD117691,2025-12-04,Damaged,79116
1771,ORD117701,2024-06-14,Wrong Item,20892
1772,ORD117711,2024-10-13,Size Issue,5106.71
1773,ORD117721,2024-02-14,Customer Changed Mind,18055.81
1774,ORD117731,2024-01-27,Late Delivery,35428.07
1775,ORD117741,2024-02-25,Damaged,16278.41
1776,ORD117751,2025-01-15,Wrong Item,14768.02
1777,ORD117761,2024-05-31,Size Issue,44199
1778,ORD117771,2024-04-04,Customer Changed Mind,35045.44
1779,ORD117781,2025-01-14,Late Delivery,29608.59
1780,ORD117791,2024-12-04,Damaged,36589.8
1781,ORD117801,2024-11-08,Wrong Item,99126.85
1782,ORD117811,2024-10-15,Size Issue,8244.38
1783,ORD117821,2025-08-30,Customer Changed Mind,31505.08
1784,ORD117831,2024-06-14,Late Delivery,64781.95
1785,ORD117841,2024-04-04,Damaged,24584.82
1786,ORD117851,2024-09-17,Wrong Item,42624.66
1787,ORD117861,2025-09-17,Size Issue,13972.36
1788,ORD117871,2025-08-11,Customer Changed Mind,81069.44
1789,ORD117881,2024-08-18,Late Delivery,19257.79
1790,ORD117891,2024-10-24,Damaged,17733.87
1791,ORD117901,2025-06-28,Wrong Item,1693.63
1792,ORD117911,2025-01-05,Size Issue,6832.65
1793,ORD117921,2025-11-01,Customer Changed Mind,6021.89
1794,ORD117931,2025-02-26,Late Delivery,82690.38
1795,ORD117941,2025-04-17,Damaged,9518.96
1796,ORD117951,2025-02-11,Wrong Item,5669.13
1797,ORD117961,2025-01-26,Size Issue,23798.38
1798,ORD117971,2024-04-18,Customer Changed Mind,74421.62
1799,ORD117981,2025-12-02,Late Delivery,82432.59
1800,ORD117991,2025-07-19,Damaged,33454.95
1801,ORD118001,2025-02-02,Wrong Item,79820.27
1802,ORD118011,2025-11-30,Size Issue,18677.66
