Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Unit_Price,Discount_Pct,Sales_Amount,Cost_Amount,Profit,Payment_Mode,Salesperson_ID
ORD109564,2025-03-08,2647,752,5,17603.07,5,83614.58,62805.0,20809.58,Net Banking,SP006
ORD109565,2025-01-05,1943,674,2,19913.65,10,35844.57,29602.0,6242.57,Net Banking,SP003
ORD109566,2024-12-23,1712,515,2,15667.71,5,29768.65,21848.0,7920.65,Wallet,SP026
ORD109567,2025-10-05,2722,763,3,19689.21,5,56114.25,37293.0,18821.25,Wallet,SP014
ORD109568,2024-03-08,2540,759,4,21080.8,5,80107.04,52756.0,27351.04,UPI,SP027
ORD109569,2024-09-15,1330,605,3,16027.21,5,45677.55,33789.0,11888.55,Wallet,SP020
ORD109570,2025-11-12,1445,754,5,12785.57,15,54338.67,47200.0,7138.67,Card,SP027
ORD109571,2024-05-06,1449,502,1,23612.77,5,22432.13,13527.0,8905.13,Wallet,SP018
ORD109572,2025-08-01,1575,612,1,9340.44,0,9340.44,6817.0,2523.44,UPI,SP002
ORD109573,2024-09-10,2135,751,4,2956.34,10,10642.82,8552.0,2090.82,COD,SP027
ORD109574,2025-11-03,2827,791,1,11637.17,5,11055.31,8476.0,2579.31,COD,SP002
ORD109575,2024-12-13,1304,722,3,10229.71,0,30689.13,21384.0,9305.13,COD,SP015
ORD109576,2025-07-15,2251,751,1,2956.34,0,2956.34,2138.0,818.34,COD,SP020
ORD109577,2024-02-27,1556,574,4,6662.75,0,26651.0,19536.0,7115.0,Net Banking,SP007
ORD109578,2025-02-08,2058,535,5,19456.56,0,97282.8,55950.0,41332.8,Card,SP025
ORD109579,2025-06-18,1780,716,3,3088.32,5,8801.71,6957.0,1844.71,Card,SP014
ORD109580,2025-08-23,2435,713,1,15637.97,15,13292.27,10452.0,2840.27,Card,SP013
ORD109581,2025-03-31,2879,744,1,14653.41,15,12455.4,8500.0,3955.4,Net Banking,SP011
ORD109582,2024-07-08,2912,711,5,5194.14,10,23373.63,18015.0,5358.63,Card,SP023
ORD109583,2025-01-28,2449,551,3,1244.04,10,3358.91,2577.0,781.91,Wallet,SP021
ORD109584,2025-09-20,2376,737,5,1132.53,0,5662.65,3540.0,2122.65,COD,SP004
ORD109585,2025-12-07,2705,571,3,1372.78,10,3706.51,2949.0,757.51,Card,SP026
ORD109586,2025-03-31,1079,742,1,1025.67,10,923.1,659.0,264.1,Wallet,SP026
ORD109587,2025-04-28,1660,673,3,9645.09,0,28935.27,18849.0,10086.27,Net Banking,SP006
ORD109588,2024-09-28,2114,652,5,11055.63,0,55278.15,32715.0,22563.15,Wallet,SP018
ORD109589,2025-11-06,2770,698,4,3098.7,15,10535.58,9220.0,1315.58,UPI,SP004
ORD109590,2024-08-19,2077,794,1,8706.97,5,8271.62,5136.0,3135.62,Net Banking,SP002
ORD109591,2025-03-24,2794,643,1,14668.38,10,13201.54,8582.0,4619.54,Card,SP001
ORD109592,2024-04-13,1434,624,3,3727.74,10,10064.9,7599.0,2465.9,Wallet,SP029
ORD109593,2024-06-27,1035,780,1,1815.46,10,1633.91,1173.0,460.91,COD,SP013
ORD109594,2024-06-30,2408,660,4,7969.7,15,27096.98,19688.0,7408.98,Card,SP026
ORD109595,2025-01-01,1841,726,2,5519.08,5,10486.25,6604.0,3882.25,Card,SP016
ORD109596,2024-08-20,1496,620,1,19246.8,0,19246.8,13826.0,5420.8,COD,SP011
ORD109597,2024-10-30,2646,659,4,22730.51,15,77283.73,53880.0,23403.73,Card,SP025
ORD109598,2024-07-01,1607,533,1,17202.13,10,15481.92,10895.0,4586.92,Wallet,SP013
ORD109599,2025-07-29,1944,715,1,2091.14,15,1777.47,1317.0,460.47,Card,SP002
ORD109600,2025-04-28,2424,790,1,14771.47,0,14771.47,11384.0,3387.47,Wallet,SP020
ORD109601,2025-10-18,1914,757,3,8666.53,20,20799.67,18831.0,1968.67,Net Banking,SP003
ORD109602,2025-04-21,1242,510,5,10148.77,10,45669.47,37725.0,7944.47,UPI,SP025
ORD109603,2024-02-10,2494,611,3,6625.94,15,16896.15,12933.0,3963.15,Card,SP011
ORD109604,2025-05-09,1117,704,2,10045.88,0,20091.76,15138.0,4953.76,Wallet,SP002
ORD109605,2024-05-25,1930,770,1,15914.0,10,14322.6,12695.0,1627.6,Wallet,SP023
ORD109606,2024-12-17,2647,692,1,9262.92,0,9262.92,7056.0,2206.92,UPI,SP025
ORD109607,2024-09-19,1706,653,3,16694.33,0,50082.99,27921.0,22161.99,Net Banking,SP028
ORD109608,2025-01-26,2490,622,1,12881.05,10,11592.94,8592.0,3000.94,Net Banking,SP029
ORD109609,2024-06-09,1317,755,3,11452.47,15,29203.8,25410.0,3793.8,Card,SP001
ORD109610,2024-06-16,2108,559,4,16955.25,10,61038.9,43364.0,17674.9,Wallet,SP006
ORD109611,2025-07-28,1657,609,5,7820.82,0,39104.1,29440.0,9664.1,Card,SP015
ORD109612,2024-01-30,2452,561,2,10985.83,15,18675.91,12232.0,6443.91,Net Banking,SP023
ORD109613,2024-01-30,2376,734,2,9109.4,0,18218.8,11324.0,6894.8,Card,SP005
ORD109614,2024-10-12,2702,766,5,3988.37,10,17947.67,14100.0,3847.67,Card,SP008
ORD109615,2025-10-25,1862,739,4,6081.99,15,20678.77,13632.0,7046.77,Net Banking,SP016
ORD109616,2025-09-18,2773,639,4,2770.17,15,9418.58,7224.0,2194.58,Wallet,SP011
ORD109617,2024-07-28,2982,596,3,5617.09,0,16851.27,9720.0,7131.27,COD,SP017
ORD109618,2024-10-16,2818,580,4,12365.04,5,46987.15,28208.0,18779.15,Net Banking,SP015
ORD109619,2025-01-02,2625,744,3,14653.41,15,37366.2,25500.0,11866.2,COD,SP017
ORD109620,2024-12-12,1808,725,5,7328.32,10,32977.44,24475.0,8502.44,COD,SP012
ORD109621,2024-03-30,1282,798,2,627.27,10,1129.09,1020.0,109.09,Net Banking,SP019
ORD109622,2024-09-04,2736,636,4,19776.6,5,75151.08,54592.0,20559.08,Wallet,SP022
ORD109623,2025-07-26,1709,686,1,14521.4,15,12343.19,11236.0,1107.19,Card,SP006
ORD109624,2025-11-14,1669,767,4,1354.7,10,4876.92,4024.0,852.92,UPI,SP003
ORD109625,2025-07-17,1493,740,4,18615.53,15,63292.8,59752.0,3540.8,COD,SP021
ORD109626,2024-03-10,2363,641,3,1825.15,15,4654.13,3813.0,841.13,Net Banking,SP015
ORD109627,2024-11-03,2197,728,4,18793.15,10,67655.34,48256.0,19399.34,Net Banking,SP022
ORD109628,2024-03-20,2073,510,2,10148.77,0,20297.54,15090.0,5207.54,Wallet,SP015
ORD109629,2024-07-02,2984,755,4,11452.47,15,38938.4,33880.0,5058.4,UPI,SP028
ORD109630,2025-02-23,1898,777,5,10769.33,15,45769.65,31075.0,14694.65,COD,SP024
ORD109631,2024-06-27,2362,505,3,1201.58,0,3604.74,2790.0,814.74,COD,SP016
ORD109632,2025-07-01,1296,652,4,11055.63,5,42011.39,26172.0,15839.39,UPI,SP013
ORD109633,2024-08-02,1190,635,4,10305.48,10,37099.73,32792.0,4307.73,Wallet,SP024
ORD109634,2025-02-18,1477,663,1,18843.56,10,16959.2,14621.0,2338.2,UPI,SP005
ORD109635,2024-03-06,2459,651,1,21528.51,5,20452.08,12363.0,8089.08,Wallet,SP005
ORD109636,2025-10-05,2089,757,4,8666.53,5,32932.81,25108.0,7824.81,Net Banking,SP022
ORD109637,2025-06-05,2886,719,3,2397.42,0,7192.26,4734.0,2458.26,COD,SP014
ORD109638,2025-02-23,1029,528,1,3658.59,15,3109.8,3007.0,102.8,COD,SP019
ORD109639,2024-08-30,1220,713,4,15637.97,0,62551.88,41808.0,20743.88,COD,SP012
ORD109640,2025-12-09,1632,585,2,22399.94,15,38079.9,26990.0,11089.9,UPI,SP024
ORD109641,2024-05-16,1686,635,4,10305.48,10,37099.73,32792.0,4307.73,Card,SP023
ORD109642,2025-11-04,2979,685,4,9113.6,20,29163.52,22432.0,6731.52,Card,SP030
ORD109643,2024-11-20,1286,559,4,16955.25,10,61038.9,43364.0,17674.9,UPI,SP027
ORD109644,2024-07-03,1170,582,4,20074.8,0,80299.2,47024.0,33275.2,Card,SP021
ORD109645,2024-03-23,1294,757,1,8666.53,0,8666.53,6277.0,2389.53,UPI,SP024
ORD109646,2024-10-11,2475,766,1,3988.37,5,3788.95,2820.0,968.95,Wallet,SP009
ORD109647,2025-03-29,1915,662,3,3143.51,10,8487.48,7392.0,1095.48,Net Banking,SP008
ORD109648,2024-10-24,1469,611,2,6625.94,10,11926.69,8622.0,3304.69,Wallet,SP003
ORD109649,2024-07-11,1852,566,1,5721.46,5,5435.39,3659.0,1776.39,Net Banking,SP019
ORD109650,2024-09-25,2204,765,2,19354.86,10,34838.75,29058.0,5780.75,Wallet,SP021
ORD109651,2024-01-11,2230,769,3,10696.67,15,27276.51,22668.0,4608.51,Wallet,SP027
ORD109652,2025-05-24,2828,606,2,4796.33,15,8153.76,5752.0,2401.76,COD,SP017
ORD109653,2024-10-06,1972,672,4,8708.41,10,31350.28,21412.0,9938.28,UPI,SP029
ORD109654,2025-10-25,2281,598,4,9927.07,5,37722.87,28856.0,8866.87,Card,SP009
ORD109655,2024-11-02,1713,701,5,13535.63,15,57526.43,45990.0,11536.43,Wallet,SP018
ORD109656,2025-09-21,1778,515,5,15667.71,0,78338.55,54620.0,23718.55,Net Banking,SP030
ORD109657,2024-01-29,2075,794,3,8706.97,15,22202.77,15408.0,6794.77,Card,SP002
ORD109658,2025-03-02,1831,576,4,10090.32,10,36325.15,24840.0,11485.15,COD,SP017
ORD109659,2025-06-28,1364,790,5,14771.47,15,62778.75,56920.0,5858.75,COD,SP009
ORD109660,2024-11-03,1292,700,2,1438.2,5,2732.58,1936.0,796.58,Wallet,SP022
ORD109661,2024-10-13,1940,572,1,5125.27,10,4612.74,4100.0,512.74,COD,SP019
ORD109662,2024-09-08,2404,791,1,11637.17,0,11637.17,8476.0,3161.17,UPI,SP005
ORD109663,2024-05-21,1699,520,2,11135.44,0,22270.88,17522.0,4748.88,UPI,SP005
ORD109664,2025-10-22,1431,760,3,25551.84,5,72822.74,44022.0,28800.74,Net Banking,SP017
ORD109665,2024-10-12,2721,517,3,8627.21,15,21999.39,17136.0,4863.39,UPI,SP023
ORD109666,2025-02-01,2001,670,2,18581.57,5,35304.98,24948.0,10356.98,UPI,SP001
ORD109667,2025-07-04,1762,732,4,17440.7,15,59298.38,50436.0,8862.38,UPI,SP020
ORD109668,2024-02-25,1325,524,2,5493.43,5,10437.52,6210.0,4227.52,Net Banking,SP001
ORD109669,2025-05-02,2044,624,3,3727.74,15,9505.74,7599.0,1906.74,COD,SP008
ORD109670,2024-06-13,2804,719,4,2397.42,10,8630.71,6312.0,2318.71,Wallet,SP010
ORD109671,2025-03-08,2591,640,2,8425.62,0,16851.24,11262.0,5589.24,UPI,SP027
ORD109672,2024-08-01,2116,572,2,5125.27,5,9738.01,8200.0,1538.01,COD,SP026
ORD109673,2024-09-20,2964,625,4,14454.08,15,49143.87,41412.0,7731.87,Net Banking,SP008
ORD109674,2024-02-26,2102,683,5,19682.26,10,88570.17,64890.0,23680.17,Card,SP003
ORD109675,2025-09-27,2234,717,3,2379.74,10,6425.3,4110.0,2315.3,Wallet,SP014
ORD109676,2025-07-12,1422,577,2,15391.68,10,27705.02,22362.0,5343.02,UPI,SP030
ORD109677,2024-05-19,2952,541,2,3273.67,10,5892.61,3718.0,2174.61,COD,SP017
ORD109678,2025-05-28,2412,767,2,1354.7,5,2573.93,2012.0,561.93,Card,SP001
ORD109679,2025-05-03,1228,779,1,6964.0,10,6267.6,5026.0,1241.6,Card,SP030
ORD109680,2024-12-03,1923,740,1,18615.53,15,15823.2,14938.0,885.2,UPI,SP015
ORD109681,2025-05-25,2839,596,3,5617.09,10,15166.14,9720.0,5446.14,COD,SP010
ORD109682,2025-04-25,1143,667,5,12292.41,15,52242.74,45720.0,6522.74,UPI,SP008
ORD109683,2024-04-22,1432,692,4,9262.92,15,31493.93,28224.0,3269.93,UPI,SP022
ORD109684,2024-02-12,1793,567,3,11265.49,5,32106.65,27843.0,4263.65,COD,SP011
ORD109685,2025-09-07,2980,720,2,6696.76,10,12054.17,10026.0,2028.17,Net Banking,SP017
ORD109686,2024-10-20,2452,691,5,11779.99,10,53009.96,44560.0,8449.96,UPI,SP026
ORD109687,2024-01-13,2755,794,1,8706.97,5,8271.62,5136.0,3135.62,COD,SP018
ORD109688,2025-11-26,1277,677,5,3086.48,20,12345.92,8655.0,3690.92,Net Banking,SP007
ORD109689,2025-11-28,1071,596,4,5617.09,15,19098.11,12960.0,6138.11,Card,SP016
ORD109690,2025-10-11,1797,537,5,19223.87,10,86507.41,71350.0,15157.41,COD,SP006
ORD109691,2024-04-23,2126,504,2,8893.36,5,16897.38,14584.0,2313.38,Net Banking,SP027
ORD109692,2024-06-15,2001,765,5,19354.86,0,96774.3,72645.0,24129.3,Card,SP014
ORD109693,2025-02-28,1086,658,5,9507.18,15,40405.51,29475.0,10930.51,Net Banking,SP021
ORD109694,2025-10-01,2492,661,5,4273.55,5,20299.36,13785.0,6514.36,UPI,SP019
ORD109695,2025-02-18,1708,637,2,7412.25,5,14083.27,10862.0,3221.27,Net Banking,SP005
ORD109696,2024-07-12,1353,798,3,627.27,0,1881.81,1530.0,351.81,UPI,SP029
ORD109697,2024-03-20,1011,562,5,15144.69,15,64364.93,42140.0,22224.93,UPI,SP001
ORD109698,2024-02-11,1262,776,2,8462.07,5,16077.93,9692.0,6385.93,UPI,SP012
ORD109699,2024-08-29,2110,568,2,14717.03,0,29434.06,17768.0,11666.06,Wallet,SP008
ORD109700,2025-08-12,2084,684,4,20215.06,0,80860.24,58256.0,22604.24,Wallet,SP017
ORD109701,2024-02-01,1146,650,4,4119.24,15,14005.42,13152.0,853.42,Net Banking,SP004
ORD109702,2024-01-16,2769,548,3,14673.14,15,37416.51,25791.0,11625.51,Wallet,SP006
ORD109703,2024-09-26,2575,739,3,6081.99,0,18245.97,10224.0,8021.97,UPI,SP029
ORD109704,2025-05-13,2620,599,5,24244.88,0,121224.4,70220.0,51004.4,Net Banking,SP014
ORD109705,2024-11-27,1947,530,4,2762.11,15,9391.17,7160.0,2231.17,Net Banking,SP025
ORD109706,2024-02-09,1249,594,4,11520.87,5,43779.31,26504.0,17275.31,Net Banking,SP001
ORD109707,2024-09-01,2411,679,1,15271.39,5,14507.82,11485.0,3022.82,COD,SP029
ORD109708,2024-12-14,1260,508,4,14362.29,5,54576.7,41316.0,13260.7,Net Banking,SP026
ORD109709,2024-03-03,2874,679,2,15271.39,10,27488.5,22970.0,4518.5,UPI,SP022
ORD109710,2025-03-13,2838,632,3,1921.67,15,4900.26,3318.0,1582.26,COD,SP013
ORD109711,2025-07-03,1813,713,4,15637.97,15,53169.1,41808.0,11361.1,COD,SP014
ORD109712,2025-09-20,2463,562,3,15144.69,5,43162.37,25284.0,17878.37,Wallet,SP010
ORD109713,2024-01-09,2714,509,1,5844.93,0,5844.93,3292.0,2552.93,UPI,SP007
ORD109714,2025-03-30,2046,635,2,10305.48,15,17519.32,16396.0,1123.32,COD,SP016
ORD109715,2024-04-09,2040,509,4,5844.93,5,22210.73,13168.0,9042.73,Card,SP007
ORD109716,2024-07-03,1458,576,3,10090.32,5,28757.41,18630.0,10127.41,Net Banking,SP014
ORD109717,2024-06-17,1551,573,2,20868.81,5,39650.74,23662.0,15988.74,COD,SP002
ORD109718,2024-04-28,1965,676,3,6262.56,0,18787.68,11619.0,7168.68,Net Banking,SP013
ORD109719,2025-01-12,2669,737,5,1132.53,15,4813.25,3540.0,1273.25,Net Banking,SP003
ORD109720,2024-02-13,2817,526,1,1345.46,0,1345.46,920.0,425.46,COD,SP020
ORD109721,2024-03-29,1334,563,5,15783.1,15,67078.18,51650.0,15428.18,COD,SP016
ORD109722,2025-09-14,2282,623,5,7257.9,5,34475.03,24980.0,9495.03,Card,SP010
ORD109723,2025-06-04,1115,796,1,6628.83,10,5965.95,5510.0,455.95,Card,SP013
ORD109724,2025-08-25,2965,700,2,1438.2,0,2876.4,1936.0,940.4,COD,SP023
ORD109725,2024-12-21,2329,680,5,19905.71,0,99528.55,69550.0,29978.55,UPI,SP017
ORD109726,2025-05-07,1944,690,4,13614.3,10,49011.48,31648.0,17363.48,COD,SP004
ORD109727,2025-12-07,2507,609,1,7820.82,5,7429.78,5888.0,1541.78,Wallet,SP005
ORD109728,2024-07-16,1563,752,1,17603.07,10,15842.76,12561.0,3281.76,COD,SP013
ORD109729,2025-07-02,2368,664,1,17448.08,0,17448.08,10070.0,7378.08,Card,SP021
ORD109730,2025-07-08,2465,545,2,13071.07,10,23527.93,20526.0,3001.93,COD,SP028
ORD109731,2024-04-21,2262,782,3,13416.69,5,38237.57,31599.0,6638.57,Card,SP006
ORD109732,2025-02-16,1095,644,3,4245.85,15,10826.92,7467.0,3359.92,UPI,SP016
ORD109733,2025-04-04,2354,628,2,18444.97,15,31356.45,22090.0,9266.45,UPI,SP003
ORD109734,2024-02-18,1823,717,3,2379.74,5,6782.26,4110.0,2672.26,UPI,SP012
ORD109735,2024-10-28,1377,790,4,14771.47,5,56131.59,45536.0,10595.59,Net Banking,SP019
ORD109736,2024-08-26,2799,541,1,3273.67,5,3109.99,1859.0,1250.99,Net Banking,SP006
ORD109737,2025-10-24,1857,747,4,20886.84,15,71015.26,46564.0,24451.26,Wallet,SP020
ORD109738,2025-12-21,1616,501,4,6690.99,0,26763.96,19332.0,7431.96,UPI,SP017
ORD109739,2025-03-20,1787,699,1,10563.35,10,9507.02,8050.0,1457.02,Net Banking,SP028
ORD109740,2024-04-12,2128,544,5,3418.68,5,16238.73,11585.0,4653.73,Wallet,SP005
ORD109741,2024-03-30,2030,509,4,5844.93,10,21041.75,13168.0,7873.75,Net Banking,SP010
ORD109742,2024-08-12,1046,685,5,9113.6,5,43289.6,28040.0,15249.6,Wallet,SP016
ORD109743,2024-11-25,1406,615,2,19144.63,20,30631.41,24470.0,6161.41,UPI,SP009
ORD109744,2025-08-15,2186,569,5,6954.46,15,29556.46,20215.0,9341.46,UPI,SP017
ORD109745,2025-12-03,1655,707,1,10540.27,15,8959.23,7730.0,1229.23,Net Banking,SP018
ORD109746,2025-03-18,2351,612,3,9340.44,10,25219.19,20451.0,4768.19,COD,SP026
ORD109747,2025-08-28,1354,696,3,2798.35,5,7975.3,6516.0,1459.3,UPI,SP014
ORD109748,2025-08-04,2585,794,2,8706.97,10,15672.55,10272.0,5400.55,COD,SP017
ORD109749,2024-09-03,2638,528,1,3658.59,5,3475.66,3007.0,468.66,COD,SP018
ORD109750,2024-03-01,1831,783,4,19929.91,10,71747.68,54120.0,17627.68,Card,SP009
ORD109751,2024-10-23,2727,550,1,3211.94,15,2730.15,2149.0,581.15,Card,SP010
ORD109752,2025-07-24,2831,780,2,1815.46,0,3630.92,2346.0,1284.92,Wallet,SP027
ORD109753,2024-07-09,2732,726,2,5519.08,15,9382.44,6604.0,2778.44,Net Banking,SP017
ORD109754,2024-08-02,2194,648,1,9938.75,15,8447.94,5789.0,2658.94,Card,SP005
ORD109755,2025-05-28,1791,541,5,3273.67,0,16368.35,9295.0,7073.35,Net Banking,SP003
ORD109756,2025-05-17,1014,732,1,17440.7,0,17440.7,12609.0,4831.7,Card,SP010
ORD109757,2024-02-14,2786,590,1,17364.68,15,14759.98,12740.0,2019.98,Card,SP014
ORD109758,2024-03-08,1932,756,3,9684.42,10,26147.93,24048.0,2099.93,COD,SP004
ORD109759,2025-04-30,2309,534,5,8353.08,10,37588.86,31835.0,5753.86,Wallet,SP001
ORD109760,2024-01-19,2796,532,1,4722.15,0,4722.15,2638.0,2084.15,UPI,SP008
ORD109761,2024-09-01,1566,531,2,1503.9,0,3007.8,1828.0,1179.8,Wallet,SP019
ORD109762,2024-01-19,1192,631,1,25436.02,0,25436.02,14289.0,11147.02,Card,SP027
ORD109763,2025-10-19,1728,793,2,9718.2,5,18464.58,15872.0,2592.58,Wallet,SP028
ORD109764,2024-03-20,2573,798,2,627.27,15,1066.36,1020.0,46.36,Net Banking,SP005
ORD109765,2024-09-29,2456,648,2,9938.75,15,16895.88,11578.0,5317.88,Net Banking,SP010
ORD109766,2024-11-26,1874,694,1,16255.69,15,13817.34,11743.0,2074.34,Wallet,SP019
ORD109767,2024-04-11,1423,692,5,9262.92,5,43998.87,35280.0,8718.87,Net Banking,SP011
ORD109768,2025-09-27,2811,727,3,9801.35,15,24993.44,18585.0,6408.44,UPI,SP030
ORD109769,2025-10-06,2520,554,3,10516.2,20,25238.88,22137.0,3101.88,UPI,SP020
ORD109770,2024-07-08,1457,508,5,14362.29,5,68220.88,51645.0,16575.88,Wallet,SP029
ORD109771,2024-05-14,1249,693,3,7344.88,15,18729.44,15156.0,3573.44,Wallet,SP016
ORD109772,2025-07-01,1278,798,4,627.27,0,2509.08,2040.0,469.08,Net Banking,SP013
ORD109773,2025-02-25,2495,798,1,627.27,15,533.18,510.0,23.18,Wallet,SP028
ORD109774,2025-08-03,2381,581,4,5993.46,15,20377.76,18388.0,1989.76,UPI,SP022
ORD109775,2025-05-29,1934,718,4,13493.73,10,48577.43,39696.0,8881.43,COD,SP030
ORD109776,2025-07-05,1906,718,3,13493.73,15,34409.01,29772.0,4637.01,COD,SP020
ORD109777,2025-04-20,1439,752,4,17603.07,15,59850.44,50244.0,9606.44,Wallet,SP001
ORD109778,2024-02-10,2500,737,3,1132.53,0,3397.59,2124.0,1273.59,Net Banking,SP017
ORD109779,2024-05-16,1482,599,2,24244.88,15,41216.3,28088.0,13128.3,Card,SP019
ORD109780,2024-09-01,2416,643,4,14668.38,10,52806.17,34328.0,18478.17,UPI,SP030
ORD109781,2025-11-11,2152,590,4,17364.68,20,55566.98,50960.0,4606.98,Wallet,SP013
ORD109782,2024-12-11,1504,730,1,5304.87,15,4509.14,3532.0,977.14,Wallet,SP029
ORD109783,2025-01-11,2524,634,4,13384.82,0,53539.28,44256.0,9283.28,COD,SP005
ORD109784,2024-03-24,1137,736,2,10226.83,5,19430.98,15916.0,3514.98,Card,SP007
ORD109785,2024-01-04,2394,671,5,2722.01,15,11568.54,10020.0,1548.54,Wallet,SP019
ORD109786,2024-06-20,1337,761,5,15293.69,0,76468.45,51300.0,25168.45,Card,SP019
ORD109787,2025-11-03,1816,678,3,1973.97,20,4737.53,4461.0,276.53,Wallet,SP025
ORD109788,2024-08-11,2021,529,5,18454.85,5,87660.54,60460.0,27200.54,UPI,SP015
ORD109789,2025-09-04,1855,799,1,3886.32,0,3886.32,2756.0,1130.32,Card,SP007
ORD109790,2025-12-02,1461,543,3,17187.87,10,46407.25,29976.0,16431.25,COD,SP010
ORD109791,2025-10-01,1636,541,5,3273.67,20,13094.68,9295.0,3799.68,Net Banking,SP001
ORD109792,2025-10-15,2000,780,3,1815.46,20,4357.1,3519.0,838.1,UPI,SP004
ORD109793,2025-12-21,2249,726,2,5519.08,10,9934.34,6604.0,3330.34,Wallet,SP021
ORD109794,2024-11-19,1525,800,4,8591.42,10,30929.11,20564.0,10365.11,Card,SP014
ORD109795,2025-01-17,1214,525,5,4820.35,10,21691.58,19190.0,2501.58,Net Banking,SP030
ORD109796,2024-05-24,1545,701,4,13535.63,5,51435.39,36792.0,14643.39,UPI,SP017
ORD109797,2025-09-13,1117,695,2,22810.14,15,38777.24,29502.0,9275.24,UPI,SP029
ORD109798,2025-12-31,1763,627,2,1162.63,0,2325.26,1696.0,629.26,Net Banking,SP014
ORD109799,2025-04-04,2047,532,1,4722.15,0,4722.15,2638.0,2084.15,Net Banking,SP004
ORD109800,2025-04-20,2610,557,1,4751.53,10,4276.38,3445.0,831.38,COD,SP023
ORD109801,2025-09-16,2468,794,5,8706.97,5,41358.11,25680.0,15678.11,UPI,SP016
ORD109802,2024-03-21,1307,765,5,19354.86,0,96774.3,72645.0,24129.3,Card,SP003
ORD109803,2024-09-05,1067,554,5,10516.2,15,44693.85,36895.0,7798.85,COD,SP002
ORD109804,2024-07-14,2778,660,4,7969.7,0,31878.8,19688.0,12190.8,UPI,SP016
ORD109805,2024-08-31,2842,652,1,11055.63,15,9397.29,6543.0,2854.29,COD,SP030
ORD109806,2024-03-31,1746,643,4,14668.38,10,52806.17,34328.0,18478.17,COD,SP011
ORD109807,2024-03-28,2913,594,2,11520.87,5,21889.65,13252.0,8637.65,COD,SP012
ORD109808,2025-08-24,2528,539,4,11127.0,10,40057.2,26776.0,13281.2,Wallet,SP003
ORD109809,2024-12-23,1049,711,4,5194.14,5,19737.73,14412.0,5325.73,Card,SP013
ORD109810,2024-07-23,2465,620,5,19246.8,15,81798.9,69130.0,12668.9,COD,SP017
ORD109811,2025-02-13,1915,671,1,2722.01,0,2722.01,2004.0,718.01,COD,SP009
ORD109812,2024-08-01,2736,667,2,12292.41,10,22126.34,18288.0,3838.34,UPI,SP003
ORD109813,2025-08-03,1474,545,4,13071.07,10,47055.85,41052.0,6003.85,Net Banking,SP009
ORD109814,2025-04-17,2257,511,4,9093.4,15,30917.56,27648.0,3269.56,Net Banking,SP028
ORD109815,2025-10-02,2684,746,4,16845.62,5,64013.36,55668.0,8345.36,Card,SP009
ORD109816,2024-03-07,1562,659,3,22730.51,5,64781.95,40410.0,24371.95,COD,SP018
ORD109817,2025-03-19,2404,641,5,1825.15,0,9125.75,6355.0,2770.75,COD,SP007
ORD109818,2024-12-20,2370,513,5,2260.67,0,11303.35,6725.0,4578.35,COD,SP007
ORD109819,2024-12-25,1081,539,5,11127.0,10,50071.5,33470.0,16601.5,Net Banking,SP007
ORD109820,2025-09-04,2305,579,5,11524.05,10,51858.22,38220.0,13638.22,Net Banking,SP012
ORD109821,2024-04-10,1176,605,2,16027.21,15,27246.26,22526.0,4720.26,UPI,SP002
ORD109822,2024-11-02,1880,799,1,3886.32,10,3497.69,2756.0,741.69,COD,SP025
ORD109823,2024-08-29,2457,765,3,19354.86,15,49354.89,43587.0,5767.89,UPI,SP024
ORD109824,2025-09-16,2326,788,1,15037.83,5,14285.94,11656.0,2629.94,UPI,SP012
ORD109825,2024-02-19,1490,549,4,18856.97,5,71656.49,56936.0,14720.49,Wallet,SP022
ORD109826,2024-06-04,1651,625,4,14454.08,5,54925.5,41412.0,13513.5,Wallet,SP008
ORD109827,2024-05-17,2003,783,4,19929.91,10,71747.68,54120.0,17627.68,UPI,SP004
ORD109828,2025-12-12,1287,587,3,6862.18,0,20586.54,11616.0,8970.54,Wallet,SP025
ORD109829,2024-08-04,1355,502,1,23612.77,15,20070.85,13527.0,6543.85,Card,SP025
ORD109830,2025-06-28,2867,558,5,5468.81,5,25976.85,17135.0,8841.85,Wallet,SP006
ORD109831,2024-10-01,2012,687,1,11073.67,20,8858.94,8765.0,93.94,Wallet,SP003
ORD109832,2025-05-20,2397,731,4,18841.49,0,75365.96,47904.0,27461.96,Wallet,SP014
ORD109833,2024-01-09,1195,752,5,17603.07,0,88015.35,62805.0,25210.35,Net Banking,SP005
ORD109834,2025-09-19,2938,577,2,15391.68,5,29244.19,22362.0,6882.19,COD,SP019
ORD109835,2024-05-05,1423,628,2,18444.97,10,33200.95,22090.0,11110.95,UPI,SP029
ORD109836,2025-01-17,1344,627,3,1162.63,15,2964.71,2544.0,420.71,Wallet,SP028
ORD109837,2025-04-16,2430,571,3,1372.78,10,3706.51,2949.0,757.51,UPI,SP025
ORD109838,2024-10-06,1213,515,5,15667.71,15,66587.77,54620.0,11967.77,COD,SP026
ORD109839,2025-04-02,2128,755,1,11452.47,15,9734.6,8470.0,1264.6,Card,SP018
ORD109840,2025-11-13,2099,776,2,8462.07,5,16077.93,9692.0,6385.93,Card,SP010
ORD109841,2024-10-19,2665,698,5,3098.7,10,13944.15,11525.0,2419.15,UPI,SP013
